date,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,00
06/20/89,51,50,50,50,50,50,50,51,52,57,59,61,63,65,66,65,65,65,65,64,61,58,56,57
06/21/89,56,55,53,51,51,52,55,57,61,62,65,63,66,67,67,67,68,68,67,66,65,63,62,60
06/22/89,60,59,59,58,58,58,58,60,61,62,63,64,67,69,70,72,72,72,71,70,69,67,66,64
06/23/89,63,61,60,60,59,59,62,65,68,71,73,76,78,80,81,83,83,83,82,80,75,75,70,67
06/24/89,67,67,68,67,65,60,65,69,75,74,76,81,85,86,88,89,89,89,88,85,80,76,77,77
06/25/89,73,69,67,68,65,62,67,68,68,73,73,75,77,79,81,81,81,77,72,65,61,60,60,58
06/26/89,57,57,56,56,56,56,55,56,57,58,58,61,64,66,67,68,67,66,63,62,58,57,56,55
06/27/89,54,53,53,52,52,52,53,53,54,57,59,61,64,63,66,64,64,64,64,63,62,62,60,60
06/28/89,57,55,54,54,54,54,56,56,57,59,61,62,63,66,66,64,63,60,59,61,60,59,59,58
06/29/89,56,57,57,56,56,56,57,58,59,60,61,63,63,60,60,61,61,60,60,60,60,59,57,58
06/30/89,58,57,57,57,57,55,58,57,61,62,63,65,69,62,58,58,62,57,57,57,55,55,55,55
07/01/89,55,55,55,55,54,53,54,54,56,57,57,58,57,60,62,62,59,59,59,60,58,58,55,56
07/02/89,57,56,57,57,56,56,58,58,60,60,62,59,62,60,62,62,62,64,63,62,61,60,59,57
07/03/89,56,55,55,55,55,53,55,54,56,55,57,63,64,64,66,68,67,67,65,63,61,58,58,57
07/04/89,57,57,54,53,51,51,53,54,57,58,60,64,68,67,71,68,70,69,68,67,64,59,57,54
07/05/89,54,53,55,56,54,52,55,57,61,64,66,69,70,71,72,73,73,73,72,68,64,61,61,59
07/06/89,58,57,57,57,55,55,57,60,62,65,69,70,74,75,76,77,78,75,73,69,66,65,66,64
07/07/89,62,60,59,57,53,54,58,61,62,64,66,67,67,70,73,74,74,72,67,65,62,60,58,57
07/08/89,57,57,57,57,57,57,57,57,60,61,61,63,65,64,66,65,64,65,65,64,62,60,59,60
07/09/89,60,59,58,58,58,55,58,61,64,66,65,65,65,70,72,72,72,72,70,68,64,63,60,59
07/10/89,58,58,58,58,57,57,57,58,58,59,60,61,62,62,65,66,66,67,67,66,65,64,61,59
07/11/89,58,59,58,57,56,54,58,60,63,66,69,71,72,74,75,78,78,79,77,76,71,67,65,64
07/12/89,64,63,62,61,60,58,62,65,69,71,75,77,81,80,81,82,81,83,80,75,72,66,64,62
07/13/89,60,58,57,58,56,57,58,58,58,59,64,65,65,68,70,72,73,72,72,71,67,64,63,64
07/14/89,58,58,59,59,59,60,62,62,63,64,66,69,69,72,72,73,72,71,72,71,68,67,64,60
07/15/89,59,59,58,57,57,56,57,59,62,63,64,68,70,69,68,70,68,66,66,64,63,62,62,60
07/16/89,60,60,59,58,57,56,57,58,59,59,59,60,61,60,63,64,63,65,66,63,62,61,60,59
07/17/89,59,59,59,59,59,59,60,61,62,64,64,68,71,71,74,74,75,73,73,72,69,67,66,65
07/18/89,63,62,64,64,61,62,62,65,68,70,72,73,76,75,79,76,78,79,76,73,68,66,66,63
07/19/89,63,64,63,61,61,61,62,63,64,67,69,71,72,72,74,74,76,75,75,70,66,64,65,63
07/20/89,61,60,57,60,57,55,57,58,59,59,62,64,69,69,69,69,68,67,66,64,64,62,59,56
07/21/89,55,56,57,57,54,56,56,56,59,60,63,65,67,72,72,73,73,73,71,69,65,61,62,61
07/22/89,59,58,58,57,57,55,57,59,62,65,68,70,72,75,75,76,77,76,74,72,67,63,65,64
07/23/89,63,59,57,55,53,53,57,60,62,65,66,69,71,73,74,77,77,78,75,72,68,66,64,62
07/24/89,62,59,58,57,53,56,59,62,63,64,67,69,71,72,74,75,77,76,76,75,71,68,69,67
07/25/89,65,60,59,58,56,55,56,57,63,66,69,70,76,80,81,82,82,82,80,77,72,69,70,69
07/26/89,68,67,66,59,56,55,60,61,62,65,69,70,71,71,73,73,74,72,69,67,64,62,61,60
07/27/89,60,60,60,59,58,58,59,61,62,64,64,64,66,69,68,70,69,68,68,67,64,62,60,58
07/28/89,58,57,55,55,55,54,57,57,61,63,66,70,71,73,74,76,76,75,75,72,67,63,65,62
07/29/89,60,62,56,55,54,55,56,57,58,60,63,66,70,73,74,76,75,75,74,71,68,66,64,63
07/30/89,63,60,59,59,59,59,59,60,61,61,63,66,67,70,71,73,71,71,70,70,66,61,60,61
07/31/89,62,61,58,60,58,56,57,60,59,59,61,61,62,63,65,65,66,65,63,61,59,57,58,58
08/01/89,57,56,56,54,53,52,54,58,62,60,67,66,64,65,69,70,70,66,63,62,60,61,60,60
08/02/89,59,57,55,54,55,51,54,58,61,63,64,67,68,70,69,69,68,67,66,64,63,62,61,61
08/03/89,55,60,60,59,59,58,59,60,61,63,65,69,68,70,71,71,73,71,71,69,68,65,65,65
08/04/89,64,63,62,60,58,57,58,58,59,65,65,66,69,73,74,77,77,76,76,73,68,65,65,65
08/05/89,63,62,60,59,57,56,57,59,65,67,68,70,74,75,78,81,82,81,79,75,69,69,67,65
08/06/89,63,62,61,61,61,60,62,65,67,74,74,75,77,79,82,84,83,82,80,78,75,73,71,68
08/07/89,67,67,63,65,61,63,63,66,69,71,74,76,78,79,81,83,83,83,79,76,74,73,70,68
08/08/89,65,66,65,60,59,58,61,66,67,64,64,72,71,76,76,77,81,81,80,78,73,66,64,62
08/09/89,59,58,57,57,56,57,57,59,60,62,64,65,69,70,72,72,73,73,71,68,61,61,58,59
08/10/89,56,57,55,53,53,54,54,55,58,59,61,63,66,67,70,71,73,73,71,67,63,62,63,58
08/11/89,56,56,54,54,55,52,54,56,61,64,66,68,69,71,73,74,74,75,74,71,65,63,61,62
08/12/89,61,60,60,58,57,57,58,59,61,64,65,67,71,74,71,70,72,70,72,71,67,64,64,62
08/13/89,62,61,59,58,59,59,58,61,62,67,70,71,73,75,73,75,76,74,72,70,67,67,65,64
08/14/89,64,60,61,61,60,60,60,61,63,65,64,70,71,72,71,64,62,60,60,60,60,56,58,58
08/15/89,58,59,59,57,55,56,56,57,58,58,60,64,66,68,71,72,70,70,69,68,66,62,58,58
08/16/89,58,58,58,58,58,58,58,59,60,61,61,63,65,65,65,66,66,66,65,65,63,62,60,57
08/17/89,57,58,55,57,55,55,57,58,59,62,66,67,71,75,76,77,76,74,72,69,66,65,66,64
08/18/89,63,63,62,60,61,58,58,63,65,68,69,73,74,76,78,80,81,81,80,74,72,66,65,62
08/19/89,60,59,59,58,58,59,59,59,60,61,63,64,66,67,68,67,68,68,67,67,67,66,64,62
08/20/89,61,61,60,60,60,60,60,60,60,61,62,66,71,72,73,71,69,68,65,63,61,61,61,62
08/21/89,61,61,62,62,62,62,62,62,63,64,65,70,70,71,70,70,70,70,61,62,62,61,60,60
08/22/89,59,59,58,55,56,56,54,56,58,60,62,67,67,70,72,72,70,68,69,66,63,61,61,60
08/23/89,59,61,58,58,58,58,58,58,59,61,61,65,69,71,70,71,71,68,69,68,66,60,60,58
08/24/89,58,56,55,55,54,53,55,55,57,58,60,64,63,65,66,68,67,67,65,64,66,64,60,59
08/25/89,57,56,55,55,55,56,56,57,60,62,64,65,69,72,72,73,74,74,73,69,67,67,65,63
08/26/89,63,62,59,59,56,57,57,59,64,67,70,71,72,75,76,78,78,78,75,71,67,66,65,64
08/27/89,63,59,59,57,57,56,56,56,56,57,57,61,64,70,73,74,72,70,68,67,63,61,59,57
08/28/89,56,57,57,57,57,57,58,58,59,60,60,62,64,66,69,70,71,72,68,64,62,61,60,58
08/29/89,58,58,56,57,57,56,56,56,57,63,66,70,70,72,75,76,76,72,70,67,68,68,61,60
08/30/89,58,56,55,56,56,56,57,56,56,58,59,62,62,63,65,65,68,68,65,62,59,56,59,60
08/31/89,59,59,58,59,58,58,58,59,60,60,62,64,68,66,66,66,66,66,65,63,61,59,56,55
09/01/89,54,56,57,57,56,56,56,57,57,57,58,60,61,67,63,60,62,63,61,60,59,59,58,57
09/02/89,57,57,57,56,56,56,56,57,58,59,60,64,65,67,69,70,70,68,67,66,64,62,61,61
09/03/89,59,57,57,56,53,51,52,54,56,60,63,66,68,70,73,73,73,73,70,65,62,60,58,60
09/04/89,59,57,58,54,52,54,54,55,60,64,66,70,70,73,74,74,73,70,68,66,63,62,60,59
09/05/89,58,57,56,52,53,52,52,54,55,56,62,63,66,69,69,70,71,70,68,63,60,62,60,60
09/06/89,58,58,57,56,56,55,56,57,58,63,65,68,72,72,75,77,76,75,73,67,64,64,64,66
09/07/89,63,60,58,58,56,56,54,57,62,66,70,73,73,77,79,80,79,78,74,68,69,71,69,67
09/08/89,65,62,64,60,58,57,59,62,66,68,70,75,79,82,82,82,81,80,78,73,73,72,72,70
09/09/89,69,68,68,68,67,65,66,69,72,74,77,79,80,82,83,81,80,77,74,67,65,63,68,64
09/10/89,65,63,59,56,57,54,56,59,63,68,70,73,75,79,80,79,79,77,73,67,66,69,69,69
09/11/89,67,64,62,59,57,57,57,59,65,68,73,73,79,80,81,82,81,79,75,68,68,70,69,65
09/12/89,65,59,57,58,56,54,53,57,63,68,74,73,77,78,80,82,83,76,75,69,67,71,64,64
09/13/89,60,60,58,59,56,54,55,60,65,69,73,76,79,82,84,84,84,82,77,73,74,66,63,63
09/14/89,67,67,61,58,55,55,57,58,63,67,73,75,76,79,80,82,82,80,76,72,70,67,61,59
09/15/89,59,58,58,55,53,53,51,53,54,56,61,64,68,71,73,75,76,75,71,66,60,58,57,54
09/16/89,53,51,51,52,52,52,51,52,51,52,53,54,56,57,57,60,60,60,59,57,57,58,57,56
09/17/89,55,55,55,54,54,52,53,53,55,56,60,62,65,65,65,66,65,63,59,56,54,53,55,55
09/18/89,55,52,52,51,49,49,50,49,52,56,60,62,65,67,67,68,69,69,66,62,58,57,57,54
09/19/89,53,52,51,50,50,48,49,49,53,57,60,63,65,66,68,69,68,67,64,60,61,60,54,54
09/20/89,54,55,52,53,53,52,51,52,54,59,63,66,69,72,73,74,73,71,66,62,60,59,59,60
09/21/89,59,59,58,54,56,55,54,57,60,65,69,73,75,76,78,79,78,76,71,67,68,66,65,65
09/22/89,62,58,58,54,55,55,55,57,62,69,72,76,77,87,89,91,90,86,77,70,68,67,65,67
09/23/89,63,61,58,58,55,57,56,60,63,66,69,75,78,80,81,79,81,79,73,69,68,69,64,61
09/24/89,60,59,57,58,56,57,57,60,63,66,69,73,76,78,79,82,79,77,72,69,67,68,65,61
09/25/89,57,57,56,54,54,52,52,54,55,56,56,58,59,59,59,60,61,61,61,61,60,59,59,59
09/26/89,58,58,58,58,57,58,56,57,57,60,62,63,62,61,60,60,59,59,58,58,59,59,59,59
09/27/89,59,59,59,58,57,55,58,58,59,62,62,63,63,64,68,68,68,67,63,62,60,60,58,56
09/28/89,56,55,55,57,58,57,57,57,57,58,62,65,69,72,73,74,74,72,65,62,62,61,60,59
09/29/89,60,57,55,55,55,54,54,54,56,62,64,67,67,69,69,67,68,60,60,59,59,59,59,60
09/30/89,59,59,59,58,58,58,58,58,58,58,58,57,57,61,63,62,61,62,59,58,57,57,56,55
10/01/89,56,56,56,56,56,55,54,55,55,56,60,63,61,61,64,65,64,61,57,56,56,57,55,55
10/02/89,54,53,52,51,51,51,50,51,54,57,59,62,65,65,67,67,66,63,58,58,57,58,57,53
10/03/89,50,50,49,47,46,45,45,46,50,54,57,61,64,68,67,67,67,66,60,57,57,54,52,51
10/04/89,49,47,47,45,46,45,46,47,48,50,52,53,54,56,58,58,58,59,58,57,55,56,56,56
10/05/89,55,54,55,54,54,54,53,54,56,60,59,61,61,64,63,63,65,62,60,58,58,57,54,54
10/06/89,53,53,53,53,53,53,53,53,53,54,55,57,60,60,61,59,58,60,65,54,54,54,53,51
10/07/89,50,51,49,50,52,52,53,53,53,53,54,54,55,56,58,58,59,58,58,57,57,56,58,52
10/08/89,54,53,50,51,51,52,53,53,54,56,58,59,62,64,65,67,68,65,61,59,57,59,54,53
10/09/89,53,55,53,50,51,47,49,49,50,52,52,57,67,70,70,71,70,69,64,62,60,59,60,58
10/10/89,58,59,56,57,58,59,59,59,59,53,52,52,52,53,53,55,56,55,54,52,52,51,50,51
10/11/89,52,52,52,51,51,52,52,54,52,54,55,57,60,60,60,59,59,58,57,57,55,54,54,53
10/12/89,53,52,52,53,53,54,54,54,54,55,55,56,57,57,59,59,58,57,56,56,53,52,54,52
10/13/89,53,52,52,52,51,52,52,53,52,53,54,56,57,59,61,60,61,57,54,54,51,51,51,51
10/14/89,51,50,51,50,50,48,47,47,48,49,52,56,57,57,58,58,57,53,49,47,49,49,44,46
10/15/89,45,44,44,42,42,42,40,42,41,44,50,52,53,56,56,58,56,53,48,46,46,46,44,46
10/16/89,46,43,44,42,42,40,41,39,45,46,47,53,55,59,59,61,61,58,55,53,52,55,53,52
10/17/89,52,51,49,50,49,49,46,46,52,58,61,64,70,73,71,72,72,71,68,65,62,60,62,57
10/18/89,59,57,58,54,57,58,58,54,51,51,50,52,54,57,58,60,60,59,53,52,51,53,53,52
10/19/89,52,49,51,50,50,47,45,43,47,49,49,54,56,60,60,59,58,55,54,54,54,54,55,55
10/20/89,54,52,50,50,49,50,50,50,51,55,57,60,62,61,56,55,55,54,53,53,52,53,52,52
10/21/89,52,52,52,52,51,51,53,53,54,55,56,57,57,56,55,56,55,54,51,50,49,49,49,48
10/22/89,50,50,50,52,53,51,51,49,49,50,52,52,54,55,57,60,60,59,59,58,57,59,60,59
10/23/89,59,59,57,57,55,56,56,58,58,57,55,55,54,54,53,53,50,51,50,50,50,50,50,50
10/24/89,48,49,49,47,47,47,48,48,48,51,51,53,56,56,58,58,56,55,54,53,54,52,51,50
10/25/89,50,50,49,49,49,48,48,48,48,52,52,53,55,56,56,55,54,53,52,51,50,52,51,50
10/26/89,49,50,50,50,49,49,49,49,49,49,48,49,49,48,47,48,50,50,48,47,46,42,44,42
10/27/89,45,46,45,45,44,44,43,44,45,46,46,47,48,50,53,52,50,49,48,48,48,47,46,46
10/28/89,44,43,43,43,43,43,43,44,42,45,49,48,51,51,53,51,50,47,46,43,43,45,44,43
10/29/89,42,41,39,38,40,40,40,40,40,41,44,48,48,49,50,48,45,43,43,42,41,42,42,41
10/30/89,40,38,37,36,36,37,37,38,39,41,42,44,47,45,45,45,45,46,47,47,46,45,46,44
10/31/89,46,45,46,46,43,45,44,44,46,45,48,50,52,54,54,52,48,46,46,45,43,44,43,42
11/01/89,41,41,40,40,38,37,38,40,43,47,50,53,55,56,56,54,48,45,44,45,45,41,42,43
11/02/89,39,39,36,37,36,38,38,40,40,41,44,47,48,48,48,48,47,46,47,46,46,45,45,47
11/03/89,47,47,49,50,51,52,53,53,54,54,54,54,55,55,56,55,55,55,54,53,52,52,51,52
11/04/89,52,53,52,52,51,50,50,50,50,50,52,54,55,56,54,53,52,50,51,50,50,49,49,49
11/05/89,48,49,48,49,48,48,48,48,49,49,51,51,53,54,53,54,53,52,51,51,50,50,50,50
11/06/89,50,50,50,50,50,50,49,49,50,50,50,50,50,51,51,51,51,51,51,51,50,48,48,47
11/07/89,47,48,48,46,45,44,44,43,48,49,50,51,51,51,50,50,50,50,49,48,49,49,49,50
11/08/89,50,50,50,50,50,50,50,52,53,53,53,51,52,52,52,53,53,54,55,55,55,55,55,56
11/09/89,56,55,56,55,55,55,56,56,56,57,58,57,59,60,60,60,58,58,58,58,58,58,57,56
11/10/89,54,54,55,55,55,55,54,54,54,55,55,55,52,51,51,51,50,49,49,49,49,49,49,49
11/11/89,48,49,48,48,48,47,48,48,48,48,48,47,46,46,46,45,44,44,44,43,43,43,43,43
11/12/89,42,41,41,40,41,41,41,40,43,44,44,45,45,48,45,44,43,41,42,42,42,41,41,42
11/13/89,42,41,41,42,43,44,43,42,43,44,43,46,47,47,47,48,46,45,45,46,46,46,45,44
11/14/89,43,42,41,42,42,41,42,43,44,46,45,48,47,48,48,46,44,44,44,44,42,42,42,41
11/15/89,41,39,40,40,39,40,39,38,41,43,48,49,49,49,49,48,46,44,44,44,45,45,45,44
11/16/89,45,45,46,46,46,45,47,46,47,48,48,48,48,48,48,48,48,47,48,47,48,48,47,47
11/17/89,47,47,46,46,45,45,45,45,45,46,47,47,48,48,48,47,47,47,46,47,47,47,47,47
11/18/89,47,47,47,46,46,46,46,46,46,47,49,50,53,52,53,51,47,47,46,44,47,45,46,47
11/19/89,46,47,48,49,47,48,48,48,49,49,49,49,51,51,51,51,50,50,51,51,51,51,52,50
11/20/89,51,49,49,48,47,48,48,47,49,50,52,53,53,52,52,51,51,51,51,50,50,50,50,50
11/21/89,50,50,48,48,47,45,45,44,45,46,47,50,51,51,50,48,42,45,43,40,41,41,42,42
11/22/89,42,42,42,41,40,40,40,40,41,43,45,44,45,48,47,45,41,40,39,39,40,41,42,43
11/23/89,43,44,42,42,42,43,44,45,47,49,49,51,51,48,48,48,47,46,46,45,43,40,42,42
11/24/89,43,43,42,42,40,39,39,41,42,44,45,45,43,42,41,42,41,41,40,42,43,42,41,41
11/25/89,42,40,40,40,41,41,42,42,42,43,45,47,48,46,45,45,44,44,43,43,42,41,41,39
11/26/89,39,38,38,39,39,40,42,42,42,42,43,44,48,46,48,46,43,42,40,40,37,39,37,37
11/27/89,41,41,42,40,41,39,42,43,44,44,48,50,52,50,50,48,47,47,45,43,43,42,42,43
11/28/89,39,38,38,38,39,34,38,36,39,42,47,49,49,50,50,47,46,48,47,45,44,45,44,43
11/29/89,43,41,41,42,44,42,41,43,44,46,47,48,49,51,50,49,45,47,44,46,46,44,44,45
11/30/89,45,42,40,38,38,39,37,39,42,43,49,49,50,51,48,48,44,43,43,40,40,41,42,39
12/01/89,37,40,39,38,38,38,40,42,41,45,47,52,53,54,53,53,52,51,49,48,47,48,48,48
12/02/89,46,45,47,44,45,44,44,46,45,49,47,46,46,45,45,46,46,46,47,48,46,47,47,49
12/03/89,48,49,51,54,54,53,52,52,51,52,53,54,52,52,52,52,53,54,53,53,54,54,55,56
12/04/89,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,55,54,53,53,53,52,51,51,50
12/05/89,51,50,50,50,50,50,49,49,50,51,52,53,54,53,53,51,50,50,50,50,50,48,48,49
12/06/89,50,49,49,49,50,49,50,49,50,50,50,50,50,51,50,49,48,48,49,48,48,47,49,47
12/07/89,47,48,48,47,47,45,45,44,45,46,48,49,49,49,48,48,50,48,48,48,48,49,49,49
12/08/89,50,50,50,49,49,48,48,48,48,49,48,49,49,48,45,46,46,45,45,44,45,45,44,45
12/09/89,45,45,44,44,43,43,40,39,42,44,45,46,48,50,48,46,45,45,44,42,42,42,42,42
12/10/89,41,41,41,41,38,37,39,40,40,41,42,44,43,45,45,43,41,39,38,40,37,37,37,34
12/11/89,37,35,33,32,31,31,32,33,31,34,35,39,41,43,42,40,36,35,37,37,35,36,36,32
12/12/89,34,31,29,29,32,30,34,32,33,38,42,44,42,43,41,40,39,40,40,39,39,39,40,39
12/13/89,39,39,35,36,34,34,34,34,35,38,42,43,44,45,45,43,42,40,39,38,38,38,36,36
12/14/89,34,35,33,32,33,32,32,33,31,37,37,40,41,42,42,41,39,39,38,38,37,35,35,33
12/15/89,32,33,34,33,35,36,36,36,37,39,39,41,41,41,40,40,39,39,38,38,38,39,39,39
12/16/89,38,39,39,39,37,37,37,37,38,39,40,39,40,40,41,39,38,37,37,37,37,35,33,34
12/17/89,34,35,35,34,34,34,35,34,34,35,36,37,39,39,39,39,39,39,39,39,38,38,38,38
12/18/89,37,37,37,37,36,36,35,35,35,35,37,38,39,40,40,39,39,39,38,38,38,38,39,39
12/19/89,38,39,40,40,41,41,41,42,41,42,43,44,44,45,46,46,45,46,46,45,44,45,45,45
12/20/89,45,45,45,45,45,45,45,45,46,46,49,48,48,48,47,46,45,44,45,45,45,45,45,45
12/21/89,44,44,42,43,41,41,42,42,41,44,46,48,50,48,49,48,47,47,47,45,44,43,42,44
12/22/89,43,41,40,39,40,42,40,41,40,40,40,42,43,44,45,46,45,46,44,46,46,46,45,44
12/23/89,44,44,43,44,45,45,46,47,47,48,49,50,51,52,52,50,47,50,50,50,51,51,50,50
12/24/89,49,48,48,48,47,47,46,46,46,46,45,45,45,45,45,45,44,44,45,45,44,43,43,43
12/25/89,43,43,42,42,42,41,41,41,41,40,41,40,41,42,42,40,40,40,41,40,41,41,41,40
12/26/89,40,39,39,38,38,38,37,37,37,37,37,38,38,39,39,38,38,38,37,36,35,34,34,33
12/27/89,30,32,32,32,30,32,33,33,37,37,40,41,41,42,41,42,42,42,42,42,41,42,42,42
12/28/89,41,41,41,42,42,42,42,42,42,42,43,43,44,45,44,43,43,42,42,41,41,40,39,39
12/29/89,39,40,39,39,39,40,39,39,40,41,42,43,44,46,46,45,45,45,44,44,45,44,44,44
12/30/89,45,44,45,44,44,44,44,44,45,46,45,46,47,47,47,46,45,45,44,45,44,43,42,43
12/31/89,43,43,41,40,41,40,40,39,40,43,45,48,48,47,45,45,45,45,45,45,44,45,45,44
01/01/90,44,44,44,43,43,43,42,42,42,42,42,43,43,44,45,42,40,39,38,37,39,38,36,35
01/02/90,34,34,33,34,35,34,34,35,36,37,39,42,42,43,43,41,40,39,38,41,41,41,40,41
01/03/90,41,41,42,41,40,41,42,42,43,43,44,44,44,45,44,44,44,44,44,44,44,44,44,44
01/04/90,44,44,45,45,45,44,44,44,45,47,49,50,49,50,50,49,49,47,47,47,47,47,46,47
01/05/90,47,47,46,45,47,48,46,45,47,48,50,51,53,54,52,51,51,49,48,49,48,48,47,47
01/06/90,46,45,45,46,45,46,45,44,45,48,50,50,50,50,50,48,47,47,49,51,51,51,52,52
01/07/90,51,51,50,50,49,48,46,47,48,48,51,51,49,51,52,50,48,46,46,45,45,45,44,43
01/08/90,43,44,44,44,44,46,46,46,46,46,47,47,47,48,48,47,48,47,47,46,46,45,45,46
01/09/90,46,48,51,51,51,51,51,52,52,52,53,53,52,49,47,45,44,43,43,42,43,42,42,42
01/10/90,41,40,39,40,39,38,39,37,37,40,41,43,43,44,43,42,40,38,40,39,38,37,37,37
01/11/90,37,36,36,36,36,37,38,45,44,47,48,49,49,48,47,48,47,48,48,49,47,46,49,49
01/12/90,48,48,44,41,40,40,40,42,42,43,45,49,48,48,49,49,48,46,43,46,50,48,45,44
01/13/90,44,44,43,44,44,44,46,46,46,47,47,48,49,50,51,51,50,50,48,49,48,47,48,47
01/14/90,47,46,46,46,46,46,46,45,46,46,46,47,47,48,47,46,45,45,45,45,45,45,44,44
01/15/90,44,44,44,42,41,43,43,44,44,45,45,46,46,47,47,46,45,45,44,44,44,44,43,43
01/16/90,43,43,41,42,42,42,41,40,42,43,44,45,45,47,47,45,44,44,44,44,44,44,43,42
01/17/90,42,40,39,37,38,39,38,36,38,41,43,45,46,47,48,44,41,39,37,38,38,37,37,37
01/18/90,33,33,33,31,31,30,29,28,31,32,35,41,45,46,46,45,39,36,39,36,34,33,31,28
01/19/90,30,32,39,33,35,38,39,39,38,41,42,45,46,48,46,46,42,39,40,42,41,38,36,35
01/20/90,37,37,36,36,34,32,34,36,36,36,42,45,47,48,49,47,43,42,42,44,44,42,42,42
01/21/90,42,42,41,42,42,41,42,42,42,42,43,43,45,46,45,44,45,45,44,43,42,42,43,44
01/22/90,43,43,44,44,46,45,44,44,44,45,45,45,45,45,45,43,42,41,41,42,43,43,42,41
01/23/90,39,42,40,40,38,38,38,38,39,41,44,46,45,46,47,44,42,41,38,39,39,39,39,39
01/24/90,40,38,38,40,40,40,41,41,42,43,44,45,46,46,46,46,46,45,44,43,42,42,42,43
01/25/90,41,41,42,40,42,46,44,42,41,41,41,41,41,39,39,38,38,38,38,38,38,38,38,37
01/26/90,36,34,33,32,33,33,34,34,34,34,36,38,39,39,39,39,38,38,37,37,37,37,38,38
01/27/90,38,39,38,39,40,39,38,38,39,39,40,42,43,46,47,48,45,44,43,43,43,43,43,42
01/28/90,41,40,40,40,41,42,42,42,42,43,43,44,44,44,44,45,43,43,43,43,44,44,43,42
01/29/90,40,41,41,41,40,40,39,40,40,40,40,41,42,42,39,39,39,39,40,40,41,40,39,38
01/30/90,39,37,38,37,39,38,37,37,37,38,39,41,41,40,40,40,40,39,40,39,40,33,33,34
01/31/90,34,33,34,35,36,36,36,36,36,36,37,37,39,40,39,40,38,38,38,37,38,38,40,40
